abn,charity_name,state,charity_size,conducted_activities_2016,main_activity_2016,operates_in_vic,staff_full_time_2016,staff_part_time_2016,staff_casual_2016,staff_volunteers_2016,government_grants_2016,donations_and_bequests_2016,all_other_revenue_2016,total_revenue_2016,other_income_2016,total_gross_income_2016,employee_expenses_2016,interest_expenses_2016,grants_and_donations_made_for_use_in_australia_2016,grants_and_donations_made_for_use_outside_australia_2016,all_other_expenses_2016,total_expenses_2016,net_surplus_deficit_2016,ABN_Validation
59004927244,Mecwa,VIC,Large,Y,Aged Care Activities,Y,115,647,792,350,45973837,1019339,27653642,74646818,2544150,77190968,45686480,579107,25000,0,31731001,78021588,-830620,Valid ABN
59077570944,Keilor Hostel For The Aged Association Inc,VIC,Large,Y,Aged Care Activities,Y,7,55,23,24,0,0,6385073,6385073,0,6385073,4883852,40668,0,0,1500675,6425195,-40122,Valid ABN
59241033598,Friends Of The Hostel Waranga House,VIC,Small,Y,Aged Care Activities,Y,0,0,0,14,0,500,1901,2401,0,2401,0,0,251,0,1224,1475,926,Valid ABN
60082451992,Anglican Aged Care Services Group,VIC,Large,Y,Aged Care Activities,Y,171,733,345,413,73428000,1708000,0,75136000,27255000,102391000,63329000,311000,0,0,30635000,94275000,8116000,Valid ABN
60121221319,Cohuna Community Nursing Home Incorporated,VIC,Large,Y,Aged Care Activities,Y,1,19,5,15,1585069,3101,1159838,2748008,0,2748008,2189173,0,0,0,778746,2967919,-219911,Valid ABN
60353279585,Altona Rsl Sub-Branch Inc,VIC,Large,Y,Aged Care Activities,Y,5,1,15,30,0,0,4248363,4248363,45291,4293654,851267,0,44295,3159132,0,4054694,238960,Valid ABN
60644039907,Fairview Village Limited,VIC,Large,Y,Aged Care Activities,Y,5,94,20,56,3532104,125773,3859792,7517669,485794,8003463,4736692,29855,0,0,2389720,7156267,847196,Valid ABN
60686368434,Camperdown District Hospital Trolley Auxiliary,VIC,Small,Y,Aged Care Activities,Y,0,0,0,12,0,2697,0,2697,0,2697,0,0,0,0,2108,2108,589,Valid ABN
61118984697,Leading Age Services Australia - Victoria,VIC,Large,Y,Aged Care Activities,Y,16,3,2,11,400527,0,4366207,4766734,16036,4782770,2507985,561,0,0,2564713,5073259,-290489,Valid ABN
61716225567,Burwood Rsl Sub-Branch,VIC,Small,Y,Aged Care Activities,Y,0,0,0,4,0,0,6800,6800,0,6800,0,0,0,0,5699,5699,1101,Valid ABN
62055311326,Scotsglen Singers Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,30,1080,315,4360,5755,0,5755,1220,0,1500,0,1492,4212,1543,Valid ABN
64022404782,Emmy Monash Aged Care Inc,VIC,Large,Y,Aged Care Activities,Y,32,65,23,150,5316616,2137848,3649828,11104292,0,11104292,7122574,141989,0,0,3636108,10900671,203621,Valid ABN
64270128675,Australian Croatian Community Services Inc.,VIC,Large,Y,Aged Care Activities,Y,6,5,26,49,1150666,0,824604,1975270,0,1975270,1506173,0,0,0,391545,1897718,77552,Valid ABN
65070261871,Aged & Community Services Australia Incorporated,VIC,Large,Y,Aged Care Activities,Y,6,4,0,0,0,0,2299877,2299877,2205,2302082,1391001,0,0,0,1204490,2595491,-293409,Valid ABN
65553697438,Arpad Elderly Welfare Society Inc,VIC,Large,Y,Aged Care Activities,Y,13,24,26,19,2985774,230808,1719361,4935943,0,4935943,2920045,0,0,0,1005068,3925113,1010830,Valid ABN
65965873088,Sea Lake & District Health Services Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,50,0,22175,0,22175,0,22175,0,0,15693,0,0,15693,6482,Valid ABN
66004574547,Boroondara Aged Services Society,VIC,Large,Y,Aged Care Activities,Y,19,171,17,230,8425093,100126,8634852,17160071,15265515,32425586,11014124,0,0,0,4717059,15731183,16694403,Valid ABN
66674941618,Coptic Village Hostel Inc,VIC,Large,Y,Aged Care Activities,Y,1,23,6,9,0,31426,2761067,2792493,46737,2839230,1282710,0,0,0,516609,1799319,1039911,Valid ABN
66736475892,Maltese Community Council Of Victoria Incorporated,VIC,Medium,Y,Aged Care Activities,Y,0,7,2,14,314088,0,68481,382569,0,382569,234801,0,0,0,123711,358512,24057,Valid ABN
66824410367,St Johns Court Home For The Aged,VIC,Small,Y,Aged Care Activities,Y,0,0,0,2,0,0,0,0,4645,4645,0,0,0,0,5618,5618,-973,Valid ABN
66943166401,Anglo-Indian Australasian Association Of Victoria Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,7,4000,8320,19337,31657,0,31657,0,0,9700,0,6400,16100,15557,Valid ABN
67483541571,Swan Hill Group Of Bendigo Legacy Club,VIC,Small,Y,Aged Care Activities,Y,0,0,0,300,0,1522,24617,26139,0,26139,0,0,11452,0,20675,32127,-5988,Valid ABN
67486797512,The Baptist Union Of Victoria - Knox Community Baptist Church,VIC,Small,Y,Aged Care Activities,Y,0,7,6,0,145305,0,16505,161810,0,161810,136278,0,0,0,23083,159361,2449,Valid ABN
68061749675,Our Lady Of Lebanon Parish Limited,VIC,Large,Y,Aged Care Activities,Y,7,76,1,0,3596463,0,1163433,4759896,0,4759896,3113150,786,0,0,1153246,4267182,492714,Valid ABN
68554957510,Bethlehem Home For The Aged Limited,VIC,Large,Y,Aged Care Activities,Y,7,104,48,25,8266000,12000,3376000,11654000,0,11654000,6651000,617000,0,0,3395000,10663000,991000,Valid ABN
69022519263,Australian- Multicultural Community Services Inc,VIC,Large,Y,Aged Care Activities,Y,11,49,38,40,2793467,1953,971728,3767148,0,3767148,2667544,0,15000,0,797336,3479880,287268,Valid ABN
69643202700,Finnish Friendly Visiting Service (Ffvs) Inc,VIC,Small,Y,Aged Care Activities,Y,0,3,2,24,141815,4027,16890,162732,0,162732,110532,0,0,0,29634,140166,22566,Valid ABN
69724826405,Australian Vietnamese Women's Association,VIC,Large,Y,Aged Care Activities,Y,25,7,86,25,3759491,0,756675,4516166,54735,4570901,3683198,0,0,0,750852,4434050,136851,Valid ABN
69726150582,Benalla Euroa Violet Town Group Of Melbourne Legacy Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,17,30,0,3021,21667,24688,11980,36668,0,0,12998,0,18029,31027,5641,Valid ABN
69736815712,Loganville Hostel Inc,VIC,Medium,Y,Aged Care Activities,Y,2,20,4,22,412113,1730,291806,705649,0,705649,1010338,0,150000,0,801688,1962026,-1256377,Valid ABN
69909623510,Dorothy Impey Home,VIC,Large,Y,Aged Care Activities,Y,11,103,3,50,0,79717,7429850,7509567,0,7509567,4961136,59502,0,0,2387238,7407876,101691,Valid ABN
70004245694,Loyal Orange Trust,VIC,Medium,Y,Aged Care Activities,Y,1,1,0,6,0,2612,413261,415873,0,415873,78835,0,45320,0,278233,402388,13485,Valid ABN
70788144013,Victorian Elderly Chinese Welfare Society,VIC,Large,Y,Aged Care Activities,Y,7,31,14,32,2143593,19222,659862,2822677,83241,2905918,1937874,0,1200,0,636276,2575350,330568,Valid ABN
71156349594,Leading Age Services Australia Limited,VIC,Large,Y,Aged Care Activities,Y,5,0,0,13,0,0,2743335,2743335,101081,2844416,1048926,0,0,0,2011250,3060176,-215760,Valid ABN
71229585723,The Trustee For Terang Aged Care Foundation,VIC,Small,Y,Aged Care Activities,Y,0,0,0,0,0,1200,0,1200,0,1200,0,0,0,0,0,0,1200,Valid ABN
71236885524,Western Region Aged Care Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,1,3,0,0,209463,209463,0,209463,0,0,0,0,40547,40547,168916,Valid ABN
71424124816,Fronditha Care,VIC,Large,Y,Aged Care Activities,Y,55,363,194,138,28904256,632557,13060716,42597529,192864,42790393,27244293,116082,0,0,11684451,39044826,3745567,Valid ABN
72067051392,St Matthews Village Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,10,0,0,69242,69242,0,69242,0,0,0,0,45504,45504,23738,Valid ABN
72521425914,Abbeyfield Society (Mortlake) Inc,VIC,Large,Y,Aged Care Activities,Y,4,50,19,40,1989456,52950,1358597,3401003,0,3401003,2425276,25487,0,0,832598,3283361,117642,Valid ABN
73130299544,Mayflower Reservoir,VIC,Large,Y,Aged Care Activities,Y,3,21,9,7,0,6302,3174914,3181216,54315,3235531,2817751,84633,0,0,309230,3211614,23917,Valid ABN
73214793134,The Trustee For Dandenong West Gippsland Group Of Melbourne Legacy Inc Property Fund,VIC,Small,Y,Aged Care Activities,Y,0,0,0,40,0,0,11700,11700,1800,13500,0,0,0,0,5448,5448,8052,Valid ABN
73508659357,Nathalia & District Hostel For The Aged Association Inc,VIC,Medium,Y,Aged Care Activities,Y,1,18,0,30,0,0,789664,789664,236823,1026487,752274,0,0,0,307491,1059765,-33278,Valid ABN
73510548920,Ottrey Homes Cobram & District Retirement Village,VIC,Large,Y,Aged Care Activities,Y,5,48,13,32,166797,20716,3737999,3925512,170348,4095860,2835780,9214,0,0,924061,3769055,326805,Valid ABN
73906886451,The Legacy Club Of Ballarat Inc,VIC,Small,Y,Aged Care Activities,Y,0,2,0,52,20280,126939,24196,171415,0,171415,62860,0,94029,0,57416,214305,-42890,Valid ABN
74028270048,Princes Court Homes Inc,VIC,Large,Y,Aged Care Activities,Y,9,94,13,43,0,0,9003533,9003533,0,9003533,5179500,0,0,0,2567063,7746563,1256970,Valid ABN
74096906964,Australian Unity Support Foundation Limited,VIC,Small,Y,Aged Care Activities,Y,0,0,0,0,0,0,234005,234005,0,234005,0,0,0,0,276003,276003,-41998,Valid ABN
74702726646,Nyah District Jacaranda Lodge Auxiliary Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,9,0,0,2644,2644,0,2644,0,0,0,0,8888,8888,-6244,Valid ABN
74824900400,Ararat Legacy Club Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,29,3695,11869,41696,57260,0,57260,0,0,720,0,51161,51881,5379,Valid ABN
75167006048,Community Accessability Incorporated,VIC,Large,Y,Aged Care Activities,Y,3,21,4,230,831322,171838,257004,1260164,277930,1538094,870240,0,0,0,748287,1618527,-80433,Valid ABN
76474321252,Ncjw (Victoria) Community Services Inc,VIC,Medium,Y,Aged Care Activities,Y,2,9,3,25,24995,421422,98638,545055,867981,1413036,342060,0,8178,0,376260,726498,686538,Valid ABN
76706751556,South West Do Care Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,4,200,223637,1547,23497,248681,0,248681,179463,0,0,0,67650,247113,1568,Valid ABN
76751606570,U3A Banyule Inc. (formerly called Yarra Valley U3A),VIC,Small,Y,Aged Care Activities,Y,0,0,0,150,4500,89,16609,21198,0,21198,0,0,0,0,19414,19414,1784,Valid ABN
76760485720,Caladenia Dementia Care,VIC,Medium,Y,Aged Care Activities,Y,1,12,6,52,529350,40618,52872,622840,85053,707893,505076,0,0,0,169959,675035,32858,Valid ABN
76776582693,Swan Hill Rsl Sub-Branch Inc,VIC,Large,Y,Aged Care Activities,Y,5,3,9,65,0,637,1192488,1193125,173312,1366437,585043,10,7186,0,602495,1194734,171703,Valid ABN
77191901062,Mercy Aged and Community Care Limited,VIC,Large,Y,Aged Care Activities,Y,284,1719,770,240,97639000,596000,88215000,186450000,0,186450000,123587000,8615000,0,0,58589000,190791000,-4341000,Valid ABN
77481049785,Allambi Elderly Peoples Home,VIC,Large,Y,Aged Care Activities,Y,0,18,3,50,498133,87626,581878,1167637,0,1167637,945729,7095,0,0,290881,1243705,-76068,Valid ABN
77869781109,Life Be In It Community Program Fund Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,5,0,0,0,0,191927,191927,0,0,0,0,0,0,191927,Valid ABN
78063959541,Vines Road Senior Citizens Centre Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,20,6000,0,53977,59977,0,59977,0,0,0,0,57996,57996,1981,Valid ABN
78124451540,Meaningful Ageing Australia,VIC,Medium,Y,Aged Care Activities,Y,1,1,1,2,415712,0,174810,590522,0,590522,121109,0,372587,0,108213,601909,-11387,Valid ABN
78205894566,Warramunda Village Inc,VIC,Large,Y,Aged Care Activities,Y,5,78,30,62,0,155187,5019314,5174501,434957,5609458,4276555,0,0,0,1870230,6146785,-537327,Valid ABN
78285019708,Donwood Community Aged Care Services Inc,VIC,Large,Y,Aged Care Activities,Y,4,110,30,45,0,8965,8764314,8773279,0,8773279,6490121,0,0,0,1896224,8386345,386934,Valid ABN
78345431247,Jewish Care (Victoria) Inc,VIC,Large,Y,Aged Care Activities,Y,266,759,373,500,39540012,15202205,16377410,71119627,0,71119627,40020195,0,0,0,24178367,64198562,6921065,Valid ABN
78941184276,Ararat Neighbourhood House,VIC,Small,Y,Aged Care Activities,Y,0,2,0,8,3000,0,0,3000,39688,42688,2890,0,3000,0,44807,50697,-8009,Valid ABN
79004256259,The Mutual Help Limited,VIC,Medium,Y,Aged Care Activities,Y,0,0,0,0,0,0,347292,347292,0,347292,0,0,0,0,489715,489715,-142423,Valid ABN
79283699634,The Sale Rsl & Community Sub-Branch Inc,VIC,Large,Y,Aged Care Activities,Y,2,0,7,30,0,0,1653684,1653684,0,1653684,398171,146820,0,0,1058159,1603150,50534,Valid ABN
79451768872,Johnson-Goodwin Memorial Homes,VIC,Large,Y,Aged Care Activities,Y,6,30,4,15,1791696,467,1062857,2855020,0,2855020,1949558,1258,0,0,684494,2635310,219710,Valid ABN
79788303326,The Mentone Rsl Sub Branch Inc,VIC,Medium,Y,Aged Care Activities,Y,3,0,9,50,0,0,781059,781059,44979,826038,416857,0,0,0,334456,751313,74725,Valid ABN
80183657381,Spanish Latin American Welfare Centre,VIC,Medium,Y,Aged Care Activities,Y,1,6,10,70,582053,26776,17572,626401,0,626401,346792,0,100,0,216301,563193,63208,Valid ABN
80284121271,St. Theresa's Aged And Retired Services Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,58,2160,12583,896,15639,1399,17038,0,0,11642,0,0,11642,5396,Valid ABN
80586414745,Moyola Cottages & Lodge Inc,VIC,Large,Y,Aged Care Activities,Y,3,59,12,29,2164794,12568,1708417,3885779,0,3885779,2671833,2406,0,0,1147340,3821579,64200,Valid ABN
81335694024,South Gippsland Group Of Melbournelegacy Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,35,7636,32459,4527,44622,0,44622,0,0,0,0,46699,46699,-2077,Valid ABN
81922755143,Gippsland Multicultural Services Inc.,VIC,Large,Y,Aged Care Activities,Y,3,24,0,15,756840,329,425929,1183098,0,1183098,801796,0,0,0,372497,1174293,8805,Valid ABN
82005110305,Australian Greek Welfare Society Limited,VIC,Large,Y,Aged Care Activities,Y,28,26,93,143,3903899,137302,2562552,6603753,0,6603753,5103982,19831,18692,0,0,5142505,1461248,Valid ABN
82007762018,Ringwood Area Lions Aged Care Inc,VIC,Large,Y,Aged Care Activities,Y,11,58,6,15,2374803,739,5663358,8038900,0,8038900,4005113,2933,0,0,1325388,5333434,2705466,Valid ABN
82586866464,Kellock Lodge Alexandra Inc,VIC,Large,Y,Aged Care Activities,Y,2,66,2,20,0,89184,4226173,4315357,0,4315357,2531471,0,0,0,1052520,3583991,731366,Valid ABN
82959041981,Elderly Chinese Home Inc,VIC,Large,Y,Aged Care Activities,Y,4,38,7,0,2873066,64660,980578,3918304,0,3918304,2106576,0,7112,0,875347,2989035,929269,Valid ABN
83124357753,Missionary Sisters Of Saint Joseph Of Cluny,VIC,Medium,Y,Aged Care Activities,Y,0,0,0,30,0,0,671713,671713,0,671713,0,0,0,0,567244,567244,104469,Valid ABN
83171137764,Cooinda Village Inc,VIC,Large,Y,Aged Care Activities,Y,10,97,0,27,4490650,88035,0,4578685,3576802,8155487,4600819,13081,0,0,2358462,6972362,1183125,Valid ABN
84309800184,Red Cliffs And Community Aged Care Services Inc,VIC,Large,Y,Aged Care Activities,Y,3,75,12,35,4656027,165582,2019141,6840750,0,6840750,5152789,5339,0,0,1603538,6761666,79084,Valid ABN
84897979843,Waverley Lions Village Inc.,VIC,Medium,Y,Aged Care Activities,Y,0,0,0,10,0,1000,314754,315754,0,315754,0,0,0,0,204937,204937,110817,Valid ABN
85005596485,Co.As.It. - Italian Assistance Association,VIC,Large,Y,Aged Care Activities,Y,51,25,44,150,6797374,6074,2803332,9606780,13863,9620643,4270209,0,43467,0,4913315,9226991,393652,Valid ABN
85228524551,Filipino Community Council Of Victoria Inc,VIC,Medium,Y,Aged Care Activities,Y,2,4,20,10,589971,0,90813,680784,28890,709674,432201,0,0,0,196834,629035,80639,Valid ABN
85283456396,Central Gippsland Group Of Melbourne Legacy Inc.,VIC,Small,Y,Aged Care Activities,Y,0,0,0,21,0,8837,6218,15055,2000,17055,0,0,27138,0,3845,30983,-13928,Valid ABN
85429890891,Wangaratta Myrtleford Bright Group Of Melbourne Legacy Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,30,0,2081,10857,12938,0,12938,0,0,0,0,12946,12946,-8,Valid ABN
86174396953,Phillip Island Homes For The Aged Assn Inc,VIC,Large,Y,Aged Care Activities,Y,2,26,12,18,0,82112,2112326,2194438,0,2194438,1456646,20100,0,0,569719,2046465,147973,Valid ABN
86488212241,UCA - Gannawarra Mission Centre Of ENWLC,VIC,Small,Y,Aged Care Activities,Y,0,1,1,5,0,0,166900,166900,0,166900,17722,0,0,0,164978,182700,-15800,Valid ABN
86710277298,Italian Australian Foundation Incorporated,VIC,Large,Y,Aged Care Activities,Y,2,0,85,0,0,0,2647618,2647618,0,2647618,1899687,0,170000,0,726230,2795917,-148299,Valid ABN
86852630495,Southern Peninsula Community Care Inc,VIC,Large,Y,Aged Care Activities,Y,5,3,14,60,1194553,31754,149573,1375880,0,1375880,738510,20520,0,0,426227,1185257,190623,Valid ABN
86881811566,Rotary Club Of Footscray Community Service & Friendship Fund Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,6,0,0,100575,100575,0,100575,0,0,59225,0,19385,78610,21965,Valid ABN
87112051457,Westmont Aged Care Services Limited,VIC,Large,Y,Aged Care Activities,Y,30,123,71,250,7094655,2000,5797045,12893700,2042000,14935700,9134000,98000,0,0,5138700,14370700,565000,Valid ABN
87282455861,New Horizons Books In Association With Monash City Church Of Christ,VIC,Small,Y,Aged Care Activities,Y,0,1,1,10,0,464,40170,40634,0,40634,0,0,0,0,33924,33924,6710,Valid ABN
88062387499,Presbyterian Church Of Victoria Social Services Committee,VIC,Large,Y,Aged Care Activities,Y,17,129,14,30,0,181681,10936017,11117698,0,11117698,7831707,0,0,0,4252636,12084343,-966645,Valid ABN
88081390926,Association For Christian Senior Citizens' Homes Inc,VIC,Large,Y,Aged Care Activities,Y,3,42,34,25,3595599,202340,2743504,6541443,0,6541443,3364698,67343,0,0,2037935,5469976,1071467,Valid ABN
88109464360,Vasey Rsl Care Limited,VIC,Large,Y,Aged Care Activities,Y,46,375,79,86,73515,141900,38841382,39056797,68540,39125337,29434116,0,0,0,12345937,41780053,-2654716,Valid ABN
88277600607,Watsonia Rsl Sub-Branch Inc.,VIC,Large,Y,Aged Care Activities,Y,22,19,62,46,0,0,9130953,9130953,0,9130953,2170335,46665,0,0,6913432,9130432,521,Valid ABN
88348371970,Echuca Group of Bendigo Legacy Inc,VIC,Small,Y,Aged Care Activities,Y,0,0,0,21,0,765,18223,18988,0,18988,0,0,0,0,28464,28464,-9476,Valid ABN
88491310186,Leongatha Rsl Sub Branch Inc,VIC,Large,Y,Aged Care Activities,Y,7,6,18,70,4997,5129,4520363,4530489,84790,4615279,1275623,0,0,0,3228971,4504594,110685,Valid ABN
88982661608,Havilah Hostel Inc,VIC,Large,Y,Aged Care Activities,Y,13,117,26,140,6740742,11819,4876073,11628634,0,11628634,7078767,404066,0,0,3675203,11158036,470598,Valid ABN
90463327686,MHA Care Limited,VIC,Large,Y,Aged Care Activities,Y,16,48,12,400,2416116,30473,1898914,4345503,43377,4388880,2957512,0,0,0,1325954,4283466,105414,Valid ABN
90859155652,Heyfield Hospital Incorporated,VIC,Large,Y,Aged Care Activities,Y,1,40,4,5,2794304,13459,2045037,4852800,27339,4880139,3099353,0,0,0,982052,4081405,798734,Valid ABN
91330198828,Tongala And District Memorial Aged Care Service Inc,VIC,Large,Y,Aged Care Activities,Y,6,84,12,50,3375643,70503,1736157,5182303,3473,5185776,3626737,0,0,0,1230019,4856756,329020,Valid ABN
91549424794,Russian Ethnic Representative Council Of Victoria Inc,VIC,Medium,Y,Aged Care Activities,Y,3,3,8,145,260949,29217,83956,374122,0,374122,226022,0,0,0,143142,369164,4958,Valid ABN
91648160010,Broadmeadows Turkish Islamic And Cultural Centre Inc.,VIC,Large,Y,Aged Care Activities,Y,20,12,10,0,1857712,164939,1203490,3226141,0,3226141,1460944,0,0,0,1011585,2472529,753612,Valid ABN
92619716188,Euroa Health Inc,VIC,Large,Y,Aged Care Activities,Y,8,93,18,221,7095343,247803,3368100,10711246,256868,10968114,5510848,13135,0,0,2172815,7696798,3271316,Valid ABN
92621082124,Inala Village Residents Association Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,20,0,0,3259,3259,0,3259,0,0,0,0,8976,8976,-5717,Valid ABN
92626712083,Hillview Bunyip Aged Care Inc,VIC,Large,Y,Aged Care Activities,Y,81,60,21,30,2535817,55584,1777394,4368795,0,4368795,3151495,15791,0,0,1179090,4346376,22419,Valid ABN
92641325719,Winchelsea Hostel And Nursing Home Society,VIC,Large,Y,Aged Care Activities,Y,11,101,16,48,1862725,8670,835441,2706836,0,2706836,2140543,0,0,0,846069,2986612,-279776,Valid ABN
92657728911,Wodonga District Senior Citizens Centre Incorporated,VIC,Small,Y,Aged Care Activities,Y,0,0,0,30,0,0,37770,37770,0,37770,1200,0,300,0,61717,63217,-25447,Valid ABN
93115633326,Alcheringa Hostel Limited,VIC,Large,Y,Aged Care Activities,Y,12,148,28,20,8012912,260,2867304,10880476,71855,10952331,7552781,95238,0,0,3505536,11153555,-201224,Valid ABN
93974163591,East Gippsland Group Of Melbourne Legacy,VIC,Small,Y,Aged Care Activities,Y,0,0,1,60,0,11535,19149,30684,8112,38796,21164,0,24236,0,5272,50672,-11876,Valid ABN
94288195795,Nagambie Healthcare Incorporated,VIC,Large,Y,Aged Care Activities,Y,8,39,27,7,45797,30060,4113010,4188867,0,4188867,2890765,0,0,0,1168382,4059147,129720,Valid ABN
94314031069,Shepparton Retirement Villages Inc,VIC,Large,Y,Aged Care Activities,Y,55,283,56,175,18415919,212258,9716349,28344526,34908,28379434,17144312,0,0,0,9279098,26423410,1956024,Valid ABN
94626363306,St Catherine's Hostel Wangaratta Inc.,VIC,Large,Y,Aged Care Activities,Y,25,59,32,17,0,34598,6477936,6512534,7502,6520036,3927897,34535,0,0,1670506,5632938,887098,Valid ABN
94907516455,Balwyn Evergreen Centre,VIC,Medium,Y,Aged Care Activities,Y,3,6,1,80,251681,10000,447162,708843,0,708843,588801,0,0,0,262144,850945,-142102,Valid ABN
95027347914,Chaffey Aged Care Incorporated,VIC,Large,Y,Aged Care Activities,Y,12,36,37,32,3828827,39159,2272377,6140363,0,6140363,4568609,0,0,0,1383050,5951659,188704,Valid ABN
95143353155,Nazareth Care,VIC,Large,Y,Aged Care Activities,Y,0,0,0,45,37025000,416000,16336000,53777000,0,53777000,36432000,1752000,0,0,12140000,50324000,3453000,Valid ABN
95469472963,Macedon Ranges Group of Bendigo Legacy,VIC,Small,Y,Aged Care Activities,Y,0,0,0,27,3600,7451,13297,24348,0,24348,0,0,14150,0,9862,24012,336,Valid ABN
95527897647,Prom Country Aged Care Inc.,VIC,Large,Y,Aged Care Activities,Y,3,82,13,55,3115936,18296,1922774,5057006,0,5057006,3754995,10904,0,0,1459533,5225432,-168426,Valid ABN
96006640544,Baptist Village Baxter Limited,VIC,Large,Y,Aged Care Activities,Y,20,175,57,50,0,0,20549511,20549511,10699,20560210,10964370,48978,0,0,7635389,18648737,1911473,Valid ABN
96088097929,Doutta Galla Aged Services Limited,VIC,Large,Y,Aged Care Activities,Y,65,368,160,140,33956000,92000,13150000,47198000,634000,47832000,30222000,5000,0,0,13423000,43650000,4182000,Valid ABN
